Requested report - WIN WAVES
COUNTY = DUVAL, FLORIDA, FLAGLER, FLORIDA, ST. JOHNS, FLORIDA
Report Run on MARCH 29, 2024 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Organization Name"|"Monitoring Location ID"|"Monitoring Location Name"|"Primary Type"|"Secondary Type"|"Waterbody Name"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"Org Datum"|"Org Method"|"DEP Latitude"|"DEP Longitude"|"DEP Point Moved"|"Verifier Name"|"Verifier Timestamp"|"DEP Datum"|"NHD Reach Code"|"NHD Reach Code Date"|"STORET Monitoring Location ID"|"Land Surface Elevation (ft)"|"Land Surface Elevation Method"|"Land Surface Elevation Datum"|"Monitoring Loc Description"|"Monitoring Location Comment"|"ML Loaded Date"|"ML Updated Date"|"Florida Unique Well ID"|"GW Waterbody Subname"|"Well Type"|"Well Status"|"Aquifer Confinement"|"Well Total Depth (ft)"|"Well Casing Depth (ft)"|"ScreenOpenHoleBeginDepth (ft)"|"ScreenOpenHoleEndDepth (ft)"|"Well Construction Method"|"ConstructionMethodExplanation"|"Well Drill Date"|"Well Finish"|"Well Casing Material"|"Well Casing Diameter (in)"|"Well Screen Material"|"Well Screen Diameter (in)"|"Well Lead Weight"|"Water Level Recorder Indicator"|"Well Log Type"|"Primary Elevation Value (ft)"|"Primary Elevation Reference"|"Primary Elevation Method"|"Primary Elevation Datum"|"Secondary Elevation Value (ft)"|"Secondary Elevation Reference"|"Secondary Elevation Method"|"Secondary Elevation Datum"|"Top Of Aquifer"|"Bottom Of Aquifer"|"County"|"BMAP"|"BMAP Sub-Boundary"|"WBID"|"DEP District"|"Water Management District"|"Basin"|"Planning Unit"|"HUC12 Value"|"HUC12 Name"|"HUC8 Value"|"HUC8 Name"|"Basin Group"|"State"|"WBID Water Type"|"Waterbody Class"
"21FLSJWM"|"ST. JOHNS RIVER WATER MANAGEMENT DISTRICT"|"45534"|"MHC"|"Surface Water"|"River/Stream"|""|""|"29 23 12.2"|""|"-81 21 13.1"|"North American Datum Of 1983"|"C/A Code Phase GPS with Wide-Area Augmentation Service Correction"|"29.386722222"|"-81.353638889"|"N"|"CONNORS_S_1"|"08/18/2017 10:37:34"|"North American Datum Of 1983"|"03080103000231"|"09/18/2014"|""|""|""|""|"Middle Haw Creek ar SR305"|""|"09/01/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Crescent Lake"|"2629"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030202"|"MIDDLE HAW CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030568"|"MILL CREEK 300 YARDS ABOVE SR 16"|"Surface Water"|"River/Stream"|""|"29.967166"|""|"-81.493805"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"29.967166001"|"-81.493805"|"N"|"PARRISH_JM"|"03/06/2018 15:26:27"|"North American Datum Of 1983"|"03080103018996"|"03/20/2014"|"20030568"|""|""|""|""|""|"03/06/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Freshwater"|"2460"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"SIXMILE CREEK"|"030801031203"|"PALMO COVE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030490FLA"|"TERRAPIN CR @ BLASSIUS RD"|"Surface Water"|"River/Stream"|""|"30.428036"|""|"-81.568078"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.428036001"|"-81.568078"|"N"|"PARRISH_JM"|"06/15/2017 14:36:24"|"North American Datum Of 1983"|"03080103002024"|"02/27/2012"|"20030490FLA"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2204"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031601"|"BROWARD RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030679"|"LITTLE POTTSBURG CREEK AT ATLANTIC BLVD"|"Surface Water"|"Estuary"|""|"30.311138"|""|"-81.608833"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.311138001"|"-81.608833"|"N"|"PARRISH_JM"|"01/26/2018 09:50:42"|"North American Datum Of 1983"|""|""|"20030679"|""|""|""|""|""|"01/26/2018"|"01/30/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2284A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031503"|"ARLINGTON RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030825"|"MIRAMAR CR @ GADSEN RD"|"Surface Water"|"Estuary"|""|"30.282834"|""|"-81.652"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.282834001"|"-81.652"|"N"|"PARRISH_JM"|"06/15/2017 11:20:22"|"North American Datum Of 1983"|""|""|"20030825"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2304"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"OR9"|"OR9"|"Surface Water"|"River/Stream"|""|"30.23621"|""|"-81.73926"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.236295742"|"-81.739099067"|"Y"|"COTTER_B_1"|"04/03/2018 12:40:03"|"North American Datum Of 1983"|"03080103018979"|"06/11/2017"|"OR9"|""|""|""|"Fishing Creek At Wesconnett Blvd"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2324"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031402"|"CEDAR RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"OR4"|"OR4"|"Surface Water"|"River/Stream"|""|"30.24732"|""|"-81.73386"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.247271342"|"-81.734144314"|"Y"|"COTTER_B_1"|"04/03/2018 12:36:08"|"North American Datum Of 1983"|"03080103002703"|"09/18/2014"|"OR4"|""|""|""|"Fishing Creek At Timuquana Rd"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2324"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"ORTEGA RIVER"|"030801031402"|"CEDAR RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"BR7"|"BR7"|"Surface Water"|"River/Stream"|"CEDAR CREEK"|"30.4582"|""|"-81.6806"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.458599987"|"-81.680380059"|"Y"|"COTTER_B_1"|"04/03/2018 10:37:31"|"North American Datum Of 1983"|"03080103038502"|"12/04/2013"|"BR7"|""|""|""|"Cedar Creek At Duval Rd"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2191A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031601"|"BROWARD RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJEA"|"JEA"|"MCT2"|"McCoy's Creek"|"Surface Water"|"River/Stream"|""|"30.32656"|""|"-81.69858"|""|"North American Datum Of 1983"|"Digital Aerial Photography"|"30.326513233"|"-81.698569271"|"Y"|"BIZUB_K_1"|"12/28/2017 09:37:54"|"North American Datum Of 1983"|"03080103002463"|"12/04/2013"|"MCT2"|""|""|""|""|""|"12/28/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2257"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLDOH"|"FLORIDA DEPARTMENT OF HEALTH, DCEH"|"FLAGLER104"|"VARN PARK/BEVERLY BEACH"|"Surface Water"|"Ocean"|""|"29.551094"|""|"-81.161555"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"29.551094001"|"-81.161555"|"N"|"POLK_W_1"|"01/24/2018 16:32:37"|"North American Datum Of 1983"|""|""|"FLAGLER104"|""|""|""|"FL493550"|""|"01/25/2018"|"07/28/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2363D"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|""|""|""|""|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLKWAT"|"FLORIDA LAKEWATCH"|"DUV-QUEENSHARLAG-2"|"Duv-QueensHarLag-2"|"Surface Water"|"Lake"|""|"30.3462"|""|"-81.4489"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"30.346199989"|"-81.4489"|"N"|"HORSBURGH_C_1"|"11/10/2021 08:58:58"|"North American Datum Of 1983"|"03080103028767"|"04/23/2014"|"Duv-QueensHarLag-2"|""|""|""|""|""|"11/10/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2205C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"INTRACOASTAL WATERWAY"|"030801031605"|"LOWER PABLO CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"34634"|"SJ0822"|"Ground Water"|"Well"|"UNKNOWN AQUIFER"|""|"29 49 58.611"|""|"-81 21 26.86"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.832947489"|"-81.357461111"|"N"|"MILLER_E"|"06/28/2021 15:08:32"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|"26.47"|"Other"|"Unknown"|""|"Treaty Park"|"03/13/2020"|"06/28/2021"|"AAJ6015"|""|"Not Yet Determined"|"Non-Flowing, No Pump"|"Unconfined"|"28"|"18"|""|""|"Unknown"|""|"05/01/2001"|"Not Yet Determined"|"Pvc, Bond Unknown"|"4"|"Unknown"|""|""|""|""|"29.38"|"Measuring Point"|"Other"|"Unknown"|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2493"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"MATANZAS RIVER"|"030802010502"|"SAN SEBASTIAN RIVER"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TR23"|"TR23"|"Surface Water"|"River/Stream"|"SIXMILE CREEK"|"30.363278"|""|"-81.77297"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.363196999"|"-81.773050466"|"Y"|"COTTER_B_1"|"04/03/2018 13:07:53"|"North American Datum Of 1983"|"03080103001976"|"03/20/2014"|"TR23"|""|""|""|"Six Mile Creek N Branch At Imeson Rd"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2231"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"BP64"|"BP64"|"Surface Water"|"River/Stream"|""|"30.2576"|""|"-81.58114"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.2576"|"-81.58114"|"N"|"COTTER_B_1"|"04/03/2018 10:31:06"|"North American Datum Of 1983"|"03080103000275"|"12/04/2013"|"BP64"|""|""|""|"Big Pottsburg Creek At Belfort Rd S End"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2265C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031503"|"ARLINGTON RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TRDOWN"|"TRDown"|"Surface Water"|"River/Stream"|""|"30.36808"|""|"-81.6912"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.368137856"|"-81.691159767"|"Y"|"COTTER_B_1"|"04/03/2018 13:13:07"|"North American Datum Of 1983"|"03080103022162"|"02/27/2012"|""|""|""|""|"Canal on downstream side of BMP pond at 5002 Spring Grove Ave"|""|"05/10/2018"|"11/19/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2228B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLSJWM"|"ST. JOHNS RIVER WATER MANAGEMENT DISTRICT"|"44653"|"GF33"|"Surface Water"|"Lake"|""|""|"29 28 19.28"|""|"-81 30 .89"|"World Geodetic Survey Of 1984"|"C/A Code Phase GPS with Wide-Area Augmentation Service Correction"|"29.472022223"|"-81.500247222"|"N"|"CONNORS_S_1"|"04/30/2018 11:11:56"|"North American Datum Of 1983"|"03080103033128"|"09/18/2014"|"GF33"|""|""|""|"Middle of Lake Crescent Btw Salt Branch Canal and Union Ave"|""|"04/30/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2606B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030304"|"CRESCENT LAKE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"LAKE"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"G2NE1164"|"Miramar at San Jose"|"Surface Water"|"River/Stream"|""|"30.284139"|""|"-81.65618"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.284139001"|"-81.65618"|"N"|"PARRISH_JM"|"04/10/2018 11:13:37"|"North American Datum Of 1983"|"03080103047154"|"03/31/2021"|"NOT IN FLSTORET"|""|""|""|""|""|"04/10/2018"|"03/31/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2304"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"27010063"|"CRACKER BRANCH 1.3MI N CR 2046"|"Surface Water"|"River/Stream"|""|"29.674619"|""|"-81.292736"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"29.674618989"|"-81.292736"|"Y"|"PARRISH_JM"|"06/04/2021 11:57:30"|"North American Datum Of 1983"|"03080201001791"|"03/13/2012"|"In Storet"|""|""|""|""|""|"06/04/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2553"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010403"|"PELLICER CREEK"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"27010974"|"PRINGLE APROX. 100M ABV RR TRACKS"|"Surface Water"|"River/Stream"|""|"29.65"|""|"-81.301722"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"29.649974348"|"-81.301931212"|"Y"|"PARRISH_JM"|"02/08/2022 14:34:21"|"North American Datum Of 1983"|"03080201000036"|"11/11/2020"|"In Storet"|""|""|""|""|""|"02/08/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2577"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010402"|"STEVENS BRANCH"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"27010145"|"ICW Tolomato River @ CM 5"|"Surface Water"|"Estuary"|""|"30.10028"|""|"-81.3672"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.100279989"|"-81.3672"|"N"|"PARRISH_JM"|"12/22/2021 11:09:04"|"North American Datum Of 1983"|""|""|"In Storet"|""|""|""|""|""|"12/22/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2363I1"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"TOLOMATO RIVER"|"030802010601"|"UPPER TOLOMATO RIVER"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030563"|"OLDFIELD CR @ LORETTO RD"|"Surface Water"|"River/Stream"|""|"30.159617"|""|"-81.606048"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.159617001"|"-81.606048"|"N"|"PARRISH_JM"|"12/15/2017 10:09:30"|"North American Datum Of 1983"|"03080103001522"|"12/04/2013"|"20030563"|""|""|""|""|""|"12/15/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2370"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"JULINGTON CREEK"|"030801031302"|"JULINGTON CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030889"|"GOODBYS CR @ OLD KINGS RD"|"Surface Water"|"River/Stream"|""|"30.233638"|""|"-81.6046944"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.233638001"|"-81.6046944"|"N"|"PARRISH_JM"|"01/15/2019 16:18:21"|"North American Datum Of 1983"|"03080103002196"|"08/10/2015"|"20030889"|""|""|""|""|""|"01/15/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2326A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031404"|"NEW ROSE CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"G5NE0607"|"Guana River 1.3 miles upstream of Matanzas River"|"Surface Water"|"Estuary"|""|"29.998461"|""|"-81.32666"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"29.998460989"|"-81.32666"|"N"|"PARRISH_JM"|"03/30/2022 15:38:02"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|""|""|""|""|""|"03/30/2022"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2320"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"TOLOMATO RIVER"|"030802010602"|"LOWER TOLOMATO RIVER"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"2"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030758"|"HOPKINS CR AT KINGS RD"|"Surface Water"|"Estuary"|""|"30.309278"|""|"-81.416917"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.309278001"|"-81.416917"|"N"|"PARRISH_JM"|"06/15/2017 11:12:24"|"North American Datum Of 1983"|""|""|"20030758"|""|""|""|""|""|"06/15/2017"|"07/17/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2266"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"INTRACOASTAL WATERWAY"|"030801031605"|"LOWER PABLO CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030126"|"RIBAULT R LEM TURNER RD"|"Surface Water"|"Estuary"|""|"30.39538"|""|"-81.6830388"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.395380001"|"-81.6830388"|"N"|"PARRISH_JM"|"01/18/2018 12:39:36"|"North American Datum Of 1983"|""|""|"20030126"|""|""|""|""|""|"06/23/2017"|"01/18/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2224A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
