"WIN_HELP_ID"|"DESCRIPTION"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"|"SCREEN_NAME"|"SECTION_NAME"|"PAGE_NBR"|"USE_CASE_NBR"
"132"|"Activity Detail - Activity    This screen is used to view, edit or delete Activity records.    ACTIVITY DETAIL FIELDS:  • Organization ID  • Organization Name  • Monitoring Location ID  • Monitoring Location Name  • Activity ID    ACTIVITY TAB:  • Activity Type  • Activity Start Date Time (MM/DD/YYYY H24:MI:SS)  • Activity End Date Time (MM/DD/YYYY H24:MI:SS)  • Activity Time Zone  • Matrix  • Sample Collection Type  • Sampling Agency Name  • Sample Collection Equipment Name  • Activity Depth  • Activity Depth Unit  • Activity Top Depth  • Activity Bottom Depth  • Activity Top Bottom Depth Unit  • Relative Depth  • Total Depth  • Total Depth Unit  • Activity Representative Indicator  • Activity Comments  • Sampler Name  • Field Blank Batch ID  • Equipment Blank Batch ID  • Trip Blank Batch ID  • Master Activity ID  •  Back to Activity List - You will use this to be taken back to the Activity List screen (this is only displayed if you came from the Activity List screen).    RECORD COUNTS AND PAGE NAVIGATION:  Below the grid will be two counts.  In the center will be the count with the current page you are on of how many pages exist (example - 1 of 3).  The count to the right will show the number of the records displayed currently out of the total number of records (example - 1 - 100 of 253).    You can navigate through the pages by using the paging symbols.    • The first one (|<) will take you to the first page.   • The second symbol (<) will take you to the previous page.  • The third symbol (>) will take you to the next page.   • The last symbol (>|) will take you to the last page."|"01-JAN-2014 00:00:00"|""|""|""|"Activity Detail"|"Activity Detail - Activity"|"1"|"UC-45a"
"133"|"ACTIVITY DETAIL ACTIONS:  •  Edit - You will use this option to send the record back to Staging for editing.    •  Anomaly Identifier - Enabled (yellow exclamation mark in a circle) if the Activity has one or more anomalies associated with it.   You will use this option to view the associated Anomalies.  •  History - You will use this option to view the Activity history records.  •  Add Anomaly - Enabled (green exclamation mark in a circle) if the Activity record is not Locked.  You will use this option to initiate the creation of a new anomaly.  •  Delete - You will use this option to delete the Activity record, create a history record and delete any related records (Results, Anomalies, Audits) and will be transferred to the Activity List screen."|"01-JAN-2014 00:00:00"|""|""|""|"Activity Detail"|"Activity Detail - Activity"|"2"|"UC-45a"
"134"|"Activity Detail - Results    This tab is used to select Result records to view, edit, or delete.    RESULTS DETAIL FIELDS:  The data in this section is not directly updateable.  • Select All checkbox - If the checkbox in the heading is checked, all the records on the page will be checked.  If checked again, all will be unchecked.  Or you can manually select records to indicate which ones will be selected when the “Edit Selected Records” or the “Export Selected Records” action is clicked by checking the box next to the records desired.  The checkbox will be disabled for records with the Locked Ind set to “Y”.    • DEP Result ID  • ORG Result ID  • DEP Analyte Name   • ADaPT Analyte ID  • Org Result Value  • Org Result Unit  • DEP Result Value   • DEP Result Unit   • Value Qualifier  • Sample Fraction  • Analysis Method  • Analysis Date Time (MM/DD/YYYY H24:MI:SS)  • Lab ID"|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"21-JUL-2020 11:01:41"|"Activity Detail"|"Activity Detail - Results"|"1"|"UC-45b"
"135"|"RESULTS DETAIL ACTIONS:  • Add New Result - You will use this to initiate the Add a new Results record for the activity and be taken to the “Edit Staged Data - Activities/Results” screen to enter the data for the new Results record.  • Edit Selected Records - You will use this option to send the selected record(s) to Staging for editing.    • Anomaly Identifier - Enabled (yellow exclamation mark in a circle) if the Result has one or more anomalies associated with it.   You will use this option to view the associated Anomalies.  • History - You will use this option to view the current and history records for the Result.     • Add Anomaly - Enabled (green exclamation mark in a circle) if the Result record is not Locked.  You will use this option to initiate the creation of a new anomaly.  • Delete Selected Records - You will use this to delete the selected Result records and create History records.  Note:  You cannot delete the last Results record for the Activity.  • Export Selected Records - You will use this after you have checked at least one Results record to Export the selected records.  You will be asked for the Export File Path and Name where the exported pipe (|) delimited Report (.txt output) file will be saved. The ability to browse to the correct folder will be available by clicking the folder icon to the right of the Export File Path text box.  Once the path is entered the system displays the default name “WIN_ Export_userid_YYYYMMDD_Results.txt” and you can change the name if desired.  The fields exported will be the same for active and Deleted Results and will be based upon the Activity Type of the Activity."|"01-JAN-2014 00:00:00"|""|""|""|"Activity Detail"|"Activity Detail - Results"|"2"|"UC-45b"
"136"|"Activity Detail - Associated Projects    This tab is used to view associated Projects and link or unlink projects to the Activity.    ASSOCIATED PROJECTS FIELDS:  The data in this section is not directly updateable.    You can sort the records by using the up / down arrows next to the column headings to alternate between ascending and descending order.    You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • Unlink - Enabled if the Activity is not Locked.  If only one Project is linked, you cannot unlink it.  You use this to unlink the Project from the Activity.    • Project ID - If you click the hyperlink, you will be taken to the Project List and Detail screen showing the project.  • Project Name  • Project Description  • Back to Activity List button - You will use this to be returned to the “Activity List” screen.  This is only enabled if you came from the Activity List screen."|"01-JAN-2014 00:00:00"|""|""|""|"Activity Detail"|"Activity Detail - Associated Projects"|"1"|"UC-45c"
"137"|"Activity Detail - Show Other Projects for Org - Hide Other Projects for Org     This section of the Associated Projects tab is used to link additional Projects associated with the Organization to the Activity.  The Other Projects grid is displayed and hidden by clicking on the Show Other Projects for Org and Hide Other Projects for Org buttons respectively.     OTHER PROJECTS FIELDS:   The data in this section is not directly updateable.     You can sort the records by using the up / down arrows next to the column headings to alternate between ascending and descending order.    You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    •  Link - You use this to link the Project to the Activity.     •  Project ID - If you click the hyperlink, you will be taken to the Project List and Detail screen showing the project detail information.   •  Project Name   •  Project Description   •  Count of the Unlinked Projects which are active for the Organization in shown in the header that can be associated to the Activity."|"01-JAN-2014 00:00:00"|""|""|""|"Activity Detail"|"Activity Detail - Show Other Projects for Org"|"1"|"UC-45c"
"138"|"Activity Detail - Associated QC Activities    This tab is used to view or edit Field QC Activities (i.e., Field Blank, Equipment Blank, Trip Blank, Field Replicate) associated with the Activity.    ASSOCIATED QC ACTIVITIES FIELDS:  You can sort the data display by a particular data field by clicking on the pull-down on the data field header at the top of the row.  The data in this section is not directly updateable.    You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • Select All checkbox - If the checkbox in the heading is checked, all the records on the page will be checked.  If checked again, all will be unchecked.  Or you can manually select records to indicate which ones will be selected when the “Edit Selected Records” or the “Export Selected Records” action is clicked by checking the box next to the records desired.  The checkbox will be disabled for records with the Locked Ind set to “Y”.    • Activity ID - If you click the hyperlink, you will be taken to the Activity Detail - Activity screen showing the activity.  • Mon Loc ID - If you click the hyperlink, you will be taken to the Monitoring Location Detail screen showing the monitoring location.  • Activity Type  • Activity Start Date Time (MM/DD/YYYY H24:MI:SS)  • Sample Collection Type  • Sampling Collection Equipment Name  • Count of the Associated Activity records displayed along with the number of Associated Activity records that are locked for editing."|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"11-SEP-2023 12:25:29"|"Activity Detail"|"Activity Detail - Associated QC Activities"|"1"|"UC-45d"
"139"|"ASSOCIATED QC ACTIVITY ACTIONS:  • Edit Activity & Selected Records - Enabled by your role and the Associated Activity record cannot be Locked for editing.  If you click this option, a message will be displayed asking you to confirm that you want to send the selected record(s) back to Staging for editing.  If you confirm, the selected record(s) will be moved to Staging with the Purge Date set,  the Locked indicator will be set to “Y”, and the Edit Staged Data - Activities/Results screen will be displayed for you to edit the activity record(s).  • Back to Activity List - If you came to the Activity Detail screen from the Activity List screen, this will be enabled and clicking this will return you to the Activity List screen.  • Export Activity & Selected Records - Enabled by your role.  You must check at least one record before clicking on this option. You will get your exported data based upon the number of records being pulled.  If the number of records to be pulled is below the Lower Limit a message will be displayed asking for the Export File Path and Name where the exported pipe (|) delimited  Report (.txt output) file will be saved. The ability to browse to the correct folder will be available by clicking the folder icon to the right of the Export File Path text box.  Once the path is entered the system displays the default name “WIN_ Export_userid_YYYYMMDD_MonitoringLocations.txt” and you can change the name if desired.  If the number of records to be pulled is above the Lower Limit and below the Upper Limit a message will be displayed asking if you want to proceed with the large report.  If you proceed the export will run in batch at night and an email will be sent with an FTP link to retrieve the report.  If the number of records to pull is greater than the Upper Limit the export will not be allowed and you will be asked to refine your search to limit the number of records pulled.  The following fields will be pulled:  • Action Type  • Org ID  • Project ID  • Monitoring Location ID  • Monitoring Location Name  • Activity ID  • Activity Type  • Activity Start Date Time (MM/DD/YYYY H24:MI:SS)  • Activity End Date Time (MM/DD/YYYY H24:MI:SS)  • Activity Time Zone  • Matrix  • Sample Collection Type  • Sampling Agency Name  • Sample Collect Equipment Name  • Activity Depth  • Activity Depth Unit  • Activity Top Depth  • Activity Bottom Depth  • Activity Top Bottom Depth Unit  • Relative Depth  • Total Depth  • Total Depth Unit  • Activity Representative Ind  • Activity Comments  • Sampler Name  • Field Blank Batch ID  • Equipment Blank Batch ID  • Trip Blank Batch ID  • Master Activity ID"|"01-JAN-2014 00:00:00"|""|""|""|"Activity Detail"|"Activity Detail - Associated QC Activities"|"2"|"UC-45d"
"140"|"Result List    This screen is used to view, export and initiate editing of Results when authorized.  This screen is display only, no updates are allowed.    RESULTS LIST FIELDS:  You can sort the data by a particular data field by clicking on the pull-down on the data field header at the top of the row.  The default sort order is:  Activity ID, Activity Start Date, Monitoring Location ID and ADaPT Analyte ID.     You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • Select this Page - If the checkbox in the heading is checked, all of the records on the page will be checked.  If checked again, all will be unchecked.  Or you can manually select records to indicate which ones will be selected when the “Edit Selected Records”, or the “Export Selected Records” action is clicked by checking the box next to the records desired.  The checkbox will be disabled for records with the Locked Ind set to “Y”.   • Result ID - If you click on the ID, the hyperlink will take you to the Activity Detail - Results screen.  • Native PK  • Activity ID - If you click on the ID, the hyperlink will take you to the Activity Detail screen.  • Org ID - If you click on the ID, the hyperlink will take you to the Organization List and Detail screen.  • Mon Loc ID - If you click on the ID, the hyperlink will take you to the Monitoring Location Detail and Location Data.  • Activity Type  • Activity Start Date Time (MM/DD/YYYY H24:MI:SS)  • Matrix  • Sample Collection Type  • DEP Analyte Name  • ADaPT Analyte ID  • Org Result Value  • Org Result Value Unit  • DEP Result Value Number   • DEP Result Unit  • Value Qualifier  • Sample Fraction  • Analysis Method  • Analysis Date Time (MM/DD/YYYY H24:MI:SS)  • Lab ID    RECORD COUNTS AND PAGE NAVIGATION:  Below the grid will be two counts.  In the center will be the count with the current page you are on of how many pages exist (example - 1 of 3).  The count to the right will show the number of the records displayed currently out of the total number of records and the number that are locked for editing (example - 1 - 100 of 253 Results 3 locked for Editing).    You can navigate through the pages by using the paging symbols.    • The first one (|<) will take you to the first page.   • The second symbol (<) will take you to the previous page.  • The third symbol (>) will take you to the next page.   • The last symbol (>|) will take you to the last page."|"01-JAN-2014 00:00:00"|""|""|""|"Result List"|"Result List"|"1"|"UC-46"
"141"|"RESULTS LIST ACTIONS:   • Edit Selected Records - Enabled by your role.  You must check at least one Results record before clicking on this option.  If you click this option, a message will be displayed asking you to confirm that you want to send the selected records back to Staging for editing.  If you confirm, the selected records will be moved to Staging in a new dataset with the Purge Date set to system date plus “Edit Days to Purge”, the Locked indicator set to “Y”, the system action indicator is set to “U” (update), the and the Edit Staged Data - Activities/Results screen will be displayed for you to edit the records.  Note:  All records that were selected for this action must be for the same organization or a message will be displayed asking you to refine your selection.  • Export Selected Records - Enabled by your role.  You must check at least one Results record before clicking on this option. The system will calculate the number of records that will be exported.  If over the limit for immediate report delivery, a message will be displayed telling you that the report will be run after hours and you will receive an email when completed instructing you how to retrieve your exported data.  If below the limit, the system will run the report and display a message on your screen when the zipped file is ready.  The report will be delivered to you as a pipe (|) delimited txt file.  The following fields will be exported:  • Action Type  • Org ID  • Project ID - The system will concatenate the multiple Project Ids together with a ‘\‘(backward slash.  • Monitoring Location ID  • Monitoring Location Name  • Activity ID  • Activity Type  • Activity Start Date Time (MM/DD/YYYY H24:MI:SS)   • Activity End Date Time (MM/DD/YYYY H24:MI:SS)  • Activity Time Zone  • Matrix  • Sample Collection Type  • Sampling Agency Name  • Sample Collection Equipment Name  • Activity Depth  • Activity Depth Unit  • Activity Top Depth  • Activity Bottom Depth  • Activity Top Bottom Depth Unit  • Relative Depth  • Total Depth  • Total Depth Unit  • Activity Representative Indicator  • Activity Comments  • Sampler Name  • Field Blank Batch ID   • Equipment Blank Batch ID   • Trip Blank Batch ID  • Master Activity ID  • DEP Result ID  • Org Result ID  • DEP Analyte Group  • DEP Analyte Name  • ADaPT Analyte ID  • Org Analyte Name  • Org Result Value  • Org Result Unit  • Org MDL  • Org PQL  • Org Detection Unit  • DEP Result Value Number  • DEP Result Unit  • DEP MDL  • DEP PQL  • Value Qualifier  • Sample Fraction  • Prep Method  • Preparation Date Time (MM/DD/YYYY H24:MI:SS)  • Preparation Time Zone  • Analysis Method  • Analysis Date Time (MM/DD/YYYY H24:MI:SS)  • Analysis Time Zone  • Lab ID  • Lab Accreditation Authority  • Result Comments  • Receipt Comments  • Lab Sample ID  • Method Batch ID  • Analytical Batch ID  • Dilution  • Percent Moisture  • Percent Recovery  • Relative Percent Difference  • Error  • Target Species  • Finfish Size  • Finfish Size Unit"|"01-JAN-2014 00:00:00"|""|""|""|"Result List"|"Result List"|"2"|"UC-46"
"142"|"Result Detail    This screen is used to view, update, delete or add a Result record.      RESULT DETAIL FIELDS:  Header Fields:  • Organization ID  • Organization Name  • Monitoring Location ID  • Monitoring Location Name  • Activity ID  • Activity Type    Result Fields:  • Import File ID • DEP Result ID  • Org Result ID  • DEP Analyte Name  • ADaPT Analyte ID  • Org Analyte Name  • Org Result Value  • Org Result Unit  • Org MDL  • Org PQL  • Org Detection Unit  • DEP Result Value Number  • DEP Result Unit  • DEP MDL  • DEP PQL  • Value Qualifier  • Sample Fraction  • Prep Method  • Preparation Date Time (MM/DD/YYYY H24:MI:SS)  • Preparation Time Zone  • Analysis Method  • Analysis Date Time (MM/DD/YYYY H24:MI:SS)  • Analysis Time Zone  • Lab ID  • Lab Accreditation Authority  • Result Comments  • Receipt Comments  • Lab Sample ID  • Method Batch ID  • Analytical Batch ID  • Dilution  • Percent Moisture  • Percent Recovery  • Relative Percent Difference  • Error  • Target Species  • Finfish Size  • Finfish Size Unit  • Result Value Type Name  • Statistical Base  • Created By • Created Date • Modified By • Modified Date • Back to Result List- If you click this you will be taken back to the Result List screen (this is only displayed if you came from the Result List screen)."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"21-JUL-2020 11:11:44"|"Result Detail"|"Result Detail"|"1"|"UC-46a"
"143"|"RESULT DETAIL ACTIONS:  • Edit - You will use this option to send the selected record(s) back to Staging for editing.  The selected record(s) and Activities will be moved to Staging.  • Add New Result - You will use this option to add a new Result record.  • Anomalies - Enabled (yellow exclamation mark in a circle) if the Result has one or more anomalies associated with it.   You will use this option to view the associated Anomalies.  • History - Enabled if any history records exist for this result.  You will use this option to display the current and history records for the Result.  Fields listed will be History Action, Import File ID, Activity ID, DEP Analyte Name, Org Analyte Name, Org Result Value, Org Result Unit, Org MDL, Org PQL, Org Detection Unit, DEP Result Value Number, DEP Result Unit, Value Qualifier, Sample Fraction, Lab ID, Lab Accreditation Authority, Dilution, Target Species, Finfish Size, Finfish Size Unit, Created Date, Created by Username, Modified Date, and Modified by Username.  Click Close to close the window.   • Audit Identifier - Enabled (blue flag) if the Result has one or more audits associated with it.  You will use this option to view the associated Audits.  • Add Anomaly - Enabled (green exclamation mark in a circle) if the Result record is not Locked.  You will use this option to initiate the creation of a new anomaly.  • Delete - Enabled if the Result record is not Locked.  You will use this option to delete the Result record, create a history record and delete and related records (Anomalies, Audits) and be transferred to the Result List screen."|"01-JAN-2014 00:00:00"|""|"SENGUPTA_L"|"12-MAR-2019 13:15:32"|"Result Detail"|"Result Detail"|"2"|"UC-46a"
"144"|"Manage Adv Code Tables - Advanced Code Rule Details - Approved Variable Combination Grid    This screen is used to view, add or discontinue Approved Variable Combinations for the advanced business rule selected.    ADVANCED CODE RULES SECTION:  Displays the Advanced Business Rule information.  The data in this section cannot be updated.  • ID  • Rule Name  • Rule Description  • Variable Combination?  • Begin date  • End Date  • Back to Adv Rule List - Click this button to return to the Advanced Code Rules - Applicable Advanced Business Rules list screen.  • Manage in Grid Format - Click this button to return to the grid format.    APPROVED VARIABLE COMBINATIONS GRID FIELDS:  You can sort the list on any field by clicking on the pull-down arrows next to the field header at the top of the column to alternate between ascending and descending order.    You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • Select - A radio button used to select the variable combination to Discontinue.  • The remaining fields are dependent on the variables for the rule selected.  • Add button - Used to manually enter a new unique variable combination.  • Discontinue button - Used to discontinue the selected variable combination.  • Save button - Displayed after the Add or Discontinue button is selected to save the changes from the Add or Discontinue function.  • Cancel button - Displayed after the Add or Discontinue button is selected to cancel the Add or Discontinue function.  • Manage in Variable Format button - Click if you want to go to the Variable Format screen to select values and have the system generate all combinations based upon the selected variables.    TO ADD A NEW UNIQUE VARIABLE COMBINATION:  • Click on the Add button.  • The Screen Mode will change to Add, the Add and Discontinue buttons will be hidden and the Save and Cancel buttons will be displayed.  • The text box line below the headings will contain a text box for each variable and the Begin Date defaulted to the current date.    • Enter a unique combination of the variables and alter the Begin date if needed to a date greater than or equal to the current date.  • Click on the Save button and OK the message to save the entered variable combination.  • If the variable combination entered is not unique, the system will display a message informing you it must be unique.  • If you decide to not save the entered variable combination, click on the Cancel button and OK the message to cancel the addition of the variable combination.    TO DISCONTINUE A VARIABLE COMBINATION:  • Check the radio button for the Variable Combination you wish to discontinue and click on the Discontinue button.  • The Screen Mode will change to Discontinue, the Add and Discontinue buttons will be hidden and the Save and Cancel buttons will be displayed.  • The text box line below the headings will contain a text box for End Date field.  • Enter a valid date that is greater than or equal to the current date and the Begin Date.  • Click on the Save button and OK the message to discontinue the variable combination.  • If you decide to not discontinue the variable combination, click on the Cancel button and OK the message to cancel the discontinuation of the variable combination."|"01-JAN-2014 00:00:00"|""|""|""|"Adv Rule Details"|"Advanced Code Rule Details"|"1"|"UC-47"
"145"|"Manage Adv Code Tables - Advanced Code Rule Variable Format    This screen is used to select variables to be used to generate variable combinations.    ADVANCED CODE RULE VARIABLE FORMAT SECTION:  Displays the Advanced Business Rule information.  The data in this section cannot be updated.  • ID  • Rule Name  • Rule Description  • Variable Combination?  • Begin date  • End Date  • Back to Adv Rule List - Click this button to return to the Advanced Code Rules - Applicable Advanced Business Rules list screen.  • Manage in Grid Format - Click this button to return to the grid format.    VARIABLE SELECTION FIELDS / BUTTONS:  You can sort most lists by clicking on the pull-down arrows next to the field header at the top of the column to alternate between ascending and descending order.  You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.  • Click on the > next to the variable name and all available values will be displayed in the grid below.  Once clicked the > changed to v so that you can click on it to collapse the list if desired.  • Each drop down list will have a checkbox next to the header that when checked will check all records in the list.  If not all records are wanted, each record will have a checkbox to select individual records.  • The first variable listed will be the one associated with the code table in focus when the Adv Rule option was selected.     • All subsequent variables will be dependent on the rule.  • Only Active values will be listed.  • There will be a subset of variables that will always be used in combination with a group (E.g. DEP Analyte Group and DEP Primary Analyte Name) to allow for assignment of a relationship to all or some values within the group classification.  • Each Variable list will have a count at the top to show the number of variables selected.  • Generate Variables button - When clicked, will take you to the Variable Combinations to be Generated screen listing all combinations that will be generated."|"01-JAN-2014 00:00:00"|""|""|""|"Gen Adv Rule Comb"|"Advanced Code Rule Variable Format"|"1"|"UC-47"
"146"|"Manage Adv Code Tables - Applicable Advanced Business Rules    This screen is used to view all of the advanced business rules associated with a selected Code Table.    ADVANCED CODE RULES SECTION:  Displays the code table the Advanced Business Rule information is associated with.  The data in this section cannot be updated.    APPLICABLE ADVANCED BUSINESS RULES FIELDS:  You can sort the list on any field by clicking on the pull-down arrows next to the field header at the top of the column to alternate between ascending and descending order.    You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • ID - If the Variable Combinations? field is Y, this is displayed as a hyperlink to take you to the Advanced Code Rule Details - Approved Variable Combination Grid screen.  • Rule Name - If you click in the field, a popup window will display the whole Rule Name.  • Rule Description - If you click in the field, a popup window will display the whole Rule Description.  • Variable Combination?  • Begin date  • End Date  • A count of the number of rules displayed is located below the grid.    ADVANCED CODE RULE DETAILS BUTTONS / ACTIONS:  • Back to Code Tables - Click this button to return to the Code Table List screen.    TO DISPLAY AND MAINTAIN APPROVED VARIABLE COMBINATIONS:  • Click on the ID hyperlink for the Rule you wish to view / update the variable combinations."|"01-JAN-2014 00:00:00"|""|""|""|"Adv Rule List"|"Applicable Advanced Business Rules"|"1"|"UC-47"
"147"|"Manage Adv Code Tables - Advanced Code Rule Variable Format - Variable Combinations to be Generated    This screen is used to view and save the Variable Combinations that were generated when you clicked on Generate Variables based upon the variables selected on the Variable Selection screen.      ADVANCED CODE RULE VARIABLE FORMAT SECTION:  Displays the Advanced Business Rule information.  The data in this section cannot be updated.  • ID  • Rule Name  • Rule Description  • Variable Combination?  • Begin date  • End Date  • Back to Adv Rule List - Click this button to return to the Advanced Code Rules - Applicable Advanced Business Rules list screen.  • Manage in Grid Format - Click this button to return to the grid format.    VARIABLE COMBINATIONS TO BE GENERATED SECTION:  This section will list all variable combinations that were generated that are not duplicates of existing variable combinations.  • Save button - If you want to save the generated variable combinations, click on the Save button and OK the message.  • Cancel button - If you decide not to save the generated variable combinations, click on the Cancel button and OK the message.   • Count - Below the list is a count of the variable combinations that were generated."|"01-JAN-2014 00:00:00"|""|""|""|"Gen Adv Rule Comb"|"Variable Combinations to be Generated"|"1"|"UC-47"
"148"|"TOTALS The last row of the display will contain totals for each of the counts.    TO PRINT THE LOAD REPORT  Click on the Print button and select the OK option on the confirmation message that is displayed.  Select the Cancel option if you do not want to print.    TO EXPORT THE LOAD REPORT  Click on the Export button.  The system will calculate the number of records that will be exported.  If over the limit for immediate report delivery, a message will be displayed telling you that the report will be run after hours and you will receive an email when completed instructing you how to retrieve your exported data.  If below the limit, the system will run the report and display a message on your screen when the zipped file is ready.  The report will be delivered to you as a pipe (|) delimited txt file."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"08-MAR-2019 15:48:46"|"Load Report"|"Load Report"|"2"|"UC-26"
"149"|"On Screen Report    This screen is used to display the On Screen Report in a new window.    GLOSSARY:  This icon is displayed at the top right portion of the screen.  When clicked, a pdf version of the Glossary of Terms used within WIN will be displayed in a popup window.    ON SCREEN REPORT:  • The default fields for the selected report (Organization and Contacts, Projects, Monitoring Locations or Samples) will be displayed in the report.  • Vertical and Horizontal scroll bars will be displayed if there are more columns / records displayed than can be seen without scrolling.  • If more records are pulled than can fit on a page, the system will provide pagination to allow you to page through the complete report."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"22-DEC-2021 09:42:19"|"On Screen Report"|"Details"|"1"|"UC-51"
"150"|"WAVES Output Options Screen     This screen is used to select the report options for the report you are wanting to run.    GLOSSARY:  This icon is displayed at the top right portion of the screen.  When clicked, a pdf version of the Glossary of Terms used within WIN will be displayed in a popup window.    BACK BUTTON (located in the lower left side of the screen):  Will take you back to the screen you came from.    First you must select the type of report:  • Extraction     o Always selectable     o If the number of records in the report is greater than the Warehouse Lower Limit, this will be the defaulted option.  • On Screen Report     o If the number of records in the report is less than or equal to the Warehouse Lower Limit, this will be the defaulted option.     o Only selectable if the number of records in report is less than or equal to the Warehouse Lower Limit.    ON SCREEN REPORT:  • With this option you cannot select which fields to display.  Each of the reports (Organization and Contacts, Projects, Monitoring Locations and Samples) has a default set of fields to display for that report and the default fields will be checked and highlighted and you cannot check or uncheck any of the fields.  • The All Fields checkboxes are disabled under this option.  • The On Screen Report Display Order section is displayed.  You can choose up to 4 fields to order the display of your report by and select whether to order it in Ascending or Descending order.  Each report type has default display order fields that will be pre populated.  You can change the defaulted fields to another by selecting a different field in the drop down list if desired.  • Action Buttons:     o Show Report - Will run the report and not save your selections.     o Show Report & Save As - Will save your selections and then run the report.     o Show Report & Save - Only displayed if the report is a Saved WAVES and if selected will save changes and then run the report.  • You select the Show Report option you want and will be taken to the On Screen Report screen.    EXTRACTION:  • With this option you can select which fields will be extracted.  All of the Reports allow the All Fields option, which will check all fields for the report.  The reports also have a checkbox for each section of fields which will check all fields in that section when checked.  Clicking on the All Fields checkboxes again will cause all fields to be unchecked.  You can check as many or as few fields as required, at least 1 field must be selected.  • Clear All option is available when Extraction is selected.  When clicked, it will clear all fields that have been checked.  • Action Buttons:     o Extract Report - Will run the extraction and not save your selections.     o Extract Report & Save As - Will save your selections and then run the extraction.     o Extract Report & Save - Only displayed if the report is a Saved WAVES and if selected will save changes and then run the extraction.  • After selecting the Extract option for your report, the system will ask for your email address and send you an email when the extraction is completed and inform you how to retreive it."|"01-JAN-2014 00:00:00"|""|""|""|"Output Options"|"Details"|"1"|"UC-51"
