Season,Date,Region,Harvest,Reef,ReefID,CollectionName,Oysters_#/0.0625m^2,Barnacles_#/0.0625m^2,Mussels_#/0.0625m^2,Clams_#/0.0625m^2,PorcelainCrab_#/0.0625m^2,OtherGastropods,Total_#/0.0625m^2,Location,Notes
S16,7/27/2016,Guana River,N,GR2,GR2A,S16GR2R17,134,33,37,0,NA,Absent,204,Ridge,
S16,7/27/2016,Guana River,N,GR2,GR2A,S16GR2R4,124,11,37,2,NA,Absent,174,Ridge,SIPPER SHELL 7.0
S16,7/27/2016,Guana River,N,GR2,GR2A,S16GR2R5,86,6,11,0,NA,Absent,103,Ridge,
S16,7/27/2016,Guana River,N,GR93,GR93,S16GR93R12,87,0,1,0,NA,Absent,88,Ridge,
S16,7/27/2016,Guana River,N,GR93,GR93,S16GR93R23,62,1,14,0,NA,Absent,77,Ridge,
S16,7/27/2016,Guana River,N,GR93,GR93,S16GR93R24,112,5,35,0,NA,Present,152,Ridge,
S16,7/29/2016,Salt Run,Y,SR22,SR22,S16SR22R1,55,65,1,1,NA,Absent,122,Ridge,
S16,7/29/2016,Salt Run,Y,SR22,SR22,S16SR22R2,70,114,2,1,NA,Absent,187,Ridge,
S16,7/29/2016,Salt Run,Y,SR22,SR22,S16SR22R9,22,5,0,3,NA,Present,30,Ridge,
S16,7/29/2016,Salt Run,Y,SR24,SR24,S16SR24R2,24,2,0,0,NA,Absent,26,Ridge,
S16,7/29/2016,Salt Run,Y,SR24,SR24,S16SR24R7,39,1,2,0,NA,Absent,42,Ridge,
S16,7/29/2016,Salt Run,Y,SR24,SR24,S16SR24R8,71,2,2,3,NA,Absent,78,Ridge,
S16,7/29/2016,Salt Run,Y,SR28,SR28,S16SR28R10,16,1,0,0,NA,Absent,17,Ridge,
S16,7/29/2016,Salt Run,Y,SR28,SR28,S16SR28R12,12,0,0,0,NA,Absent,12,Ridge,
S16,7/29/2016,Salt Run,Y,SR28,SR28,S16SR28R2,48,4,0,0,NA,Absent,52,Ridge,
S16,7/29/2016,Salt Run,N,SR6,SR6A,S16SR6R1,272,14,26,5,NA,Absent,317,Ridge,
S16,7/29/2016,Salt Run,N,SR6,SR6A,S16SR6R11,141,0,31,4,NA,Absent,176,Ridge,
S16,7/29/2016,Salt Run,N,SR6,SR6A,S16SR6R2,102,5,20,0,NA,Absent,127,Ridge,
S16,7/29/2016,Salt Run,N,SR7,SR7A,S16SR7R2,233,6,12,4,NA,Present,255,Ridge,
S16,7/29/2016,Salt Run,N,SR7,SR7A,S16SR7R5,36,1,4,0,NA,Absent,41,Ridge,
S16,7/29/2016,Salt Run,N,SR7,SR7A,S16SR7R6,21,0,0,0,NA,Absent,21,Ridge,
S16,8/8/2016,Fort Matanzas,Y,FM373,FM373,S16FM373R12,84,7,6,4,NA,Absent,101,Ridge,
S16,8/8/2016,Fort Matanzas,Y,FM373,FM373,S16FM373R3,110,4,64,6,NA,Present,184,Ridge,
S16,8/8/2016,Fort Matanzas,Y,FM373,FM373,S16FM373R5,120,6,43,1,NA,Present,170,Ridge,
S16,8/8/2016,Fort Matanzas,Y,FM411,FM411,S16FM411R11,20,10,1,0,NA,Absent,31,Ridge,
S16,8/8/2016,Fort Matanzas,Y,FM411,FM411,S16FM411R15,35,16,3,0,NA,Absent,54,Ridge,
S16,8/8/2016,Fort Matanzas,Y,FM411,FM411,S16FM411R17,64,37,26,4,NA,Present,131,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM368,FM368,S16FM368R17,69,3,0,1,NA,Absent,73,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM368,FM368,S16FM368R24,51,2,22,0,NA,Absent,75,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM368,FM368,S16FM368R9,147,4,43,4,NA,Absent,198,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM390,FM390,S16FM390R10,73,16,19,0,NA,Absent,108,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM390,FM390,S16FM390R4,111,4,33,0,NA,Absent,148,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM390,FM390,S16FM390R8,77,18,37,0,NA,Absent,132,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM494,FM494,S16FM494R12,165,1,44,1,NA,Absent,211,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM494,FM494,S16FM494R2,159,6,50,4,NA,Absent,219,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM494,FM494,S16FM494R6,96,1,18,1,NA,Absent,116,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM562,FM562,S16FM562R0,81,1,12,0,NA,Absent,94,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM562,FM562,S16FM562R1,73,6,29,0,NA,Absent,108,Ridge,
S16,8/9/2016,Fort Matanzas,Y,FM562,FM562,S16FM562R11,30,1,6,0,NA,Absent,37,Ridge,
S16,8/10/2016,Salt Run,N,SR1,SR1A,S16SR1R0,122,2,13,2,NA,Absent,139,Ridge,
S16,8/10/2016,Salt Run,N,SR1,SR1A,S16SR1R15,347,15,13,2,NA,Absent,377,Ridge,
S16,8/10/2016,Salt Run,N,SR1,SR1A,S16SR1R9,171,0,13,3,NA,Present,187,Ridge,
S16,8/10/2016,Salt Run,N,SR76,SR76,S16SR76R11,186,1,15,5,NA,Present,207,Ridge,OYSTER DRILL
S16,8/10/2016,Salt Run,N,SR76,SR76,S16SR76R13,257,16,42,20,NA,Present,335,Ridge,
S16,8/10/2016,Salt Run,N,SR76,SR76,S16SR76R20,110,3,25,7,NA,Present,145,Ridge,
S16,8/10/2016,Salt Run,N,SR80,SR80,S16SR80R15,140,2,35,10,NA,Present,187,Ridge,
S16,8/10/2016,Salt Run,N,SR80,SR80,S16SR80R17,151,10,31,10,NA,Present,202,Ridge,
S16,8/10/2016,Salt Run,N,SR80,SR80,S16SR80R29,84,0,6,0,NA,Absent,90,Ridge,
S16,8/11/2016,Salt Run,N,SR55,SR55,S16SR55R15,31,41,0,2,NA,Absent,74,Ridge,
S16,8/11/2016,Salt Run,N,SR55,SR55,S16SR55R4,55,156,5,0,NA,Present,216,Ridge,
S16,8/11/2016,Salt Run,N,SR55,SR55,S16SR55R8,6,8,0,1,NA,Absent,15,Ridge,
S16,8/11/2016,Salt Run,N,SR58,SR58,S16SR58R14,83,36,4,0,NA,Absent,123,Ridge,
S16,8/11/2016,Salt Run,N,SR58,SR58,S16SR58R15,45,10,1,0,NA,Absent,56,Ridge,
S16,8/11/2016,Salt Run,N,SR58,SR58,S16SR58R28,65,49,1,1,NA,Absent,116,Ridge,
S16,8/11/2016,Salt Run,N,SR60,SR60,S16SR60R27,76,7,5,1,NA,Absent,89,Ridge,
S16,8/11/2016,Salt Run,N,SR60,SR60,S16SR60R3,102,20,7,0,NA,Present,129,Ridge,MICROPLASTICS IN SAMPLE
S16,8/11/2016,Salt Run,N,SR60,SR60,S16SR60R8,184,54,4,1,NA,Present,243,Ridge,
S16,8/11/2016,Salt Run,N,SR62,SR62,S16SR62R14,11,2,0,0,NA,Absent,13,Ridge,
S16,8/11/2016,Salt Run,N,SR62,SR62,S16SR62R18,5,4,0,0,NA,Absent,9,Ridge,
S16,8/11/2016,Salt Run,N,SR62,SR62,S16SR62R4,24,4,0,0,NA,Absent,28,Ridge,
S16,8/17/2016,Guana River,N,GR72,GR6,S16GR72R2,99,0,4,0,NA,Absent,103,Ridge,
S16,8/17/2016,Guana River,N,GR72,GR6,S16GR72R3,54,0,1,0,NA,Absent,55,Ridge,
S16,8/17/2016,Guana River,N,GR72,GR6,S16GR72R9,57,0,0,0,NA,Absent,57,Ridge,
S16,8/17/2016,Salt Run,Y,SR38,SR38,S16SR38R0,112,32,0,0,NA,Present,144,Ridge,
S16,8/17/2016,Salt Run,Y,SR38,SR38,S16SR38R12,36,12,0,0,NA,Absent,48,Ridge,
S16,8/17/2016,Salt Run,Y,SR38,SR38,S16SR38R4,69,52,1,0,NA,Absent,122,Ridge,
S16,8/17/2016,Salt Run,Y,SR41,SR41,S16SR41R10,52,1,0,0,NA,Absent,53,Ridge,
S16,8/17/2016,Salt Run,Y,SR41,SR41,S16SR41R12,52,3,1,0,NA,Absent,56,Ridge,
S16,8/17/2016,Salt Run,Y,SR41,SR41,S16SR41R38,113,10,1,2,NA,Absent,126,Ridge,
S16,8/17/2016,Salt Run,N,SR85,SR85,S16SR85R19,93,4,7,2,NA,Present,106,Ridge,
S16,8/17/2016,Salt Run,N,SR85,SR85,S16SR85R23,159,3,31,3,NA,Absent,196,Ridge,
S16,8/17/2016,Salt Run,N,SR85,SR85,S16SR85R3,107,2,19,4,NA,Absent,132,Ridge,
S16,8/17/2016,Salt Run,N,SR86,SR86,S16SR86R13,182,6,15,2,NA,Present,205,Ridge,
S16,8/17/2016,Salt Run,N,SR86,SR86,S16SR86R17,192,7,6,0,NA,Absent,205,Ridge,
S16,8/17/2016,Salt Run,N,SR86,SR86,S16SR86R25,447,29,75,12,NA,Absent,563,Ridge,
S16,8/22/2016,Guana River,N,GR1,GR1,S16GR1R23,213,65,41,1,NA,Absent,320,Ridge,
S16,8/22/2016,Guana River,N,GR1,GR1,S16GR1R43,105,47,8,0,NA,Absent,160,Ridge,
S16,8/22/2016,Guana River,N,GR1,GR1,S16GR1R59,83,55,8,0,NA,Present,146,Ridge,
S16,8/22/2016,Guana River,N,GR61,GR61,S16GR61R11,65,0,12,7,NA,Absent,84,Ridge,
S16,8/22/2016,Guana River,N,GR61,GR61,S16GR61R7,350,5,78,22,NA,Present,455,Ridge,
S16,8/22/2016,Guana River,N,GR61,GR61,S16GR61R9,144,0,27,6,NA,Absent,177,Ridge,
S16,8/22/2016,Guana River,N,GR87,GR87,S16GR87R21,36,0,0,0,NA,Absent,36,Ridge,
S16,8/22/2016,Guana River,N,GR87,GR87,S16GR87R22,76,1,2,4,NA,Absent,83,Ridge,
S16,8/22/2016,Guana River,N,GR87,GR87,S16GR87R29,41,1,9,0,NA,Absent,51,Ridge,
S16,8/23/2016,Guana River,N,GR24,GR24,S16GR24R0,100,11,3,0,NA,Absent,114,Ridge,
S16,8/23/2016,Guana River,N,GR24,GR24,S16GR24R11,64,4,13,0,NA,Absent,81,Ridge,
S16,8/23/2016,Guana River,N,GR24,GR24,S16GR24R4,33,8,14,1,NA,Absent,56,Ridge,
S16,8/23/2016,Guana River,N,GR78,GR78,S16GR78R1,77,17,9,0,NA,Absent,103,Ridge,
S16,8/23/2016,Guana River,N,GR78,GR78,S16GR78R12,58,7,2,0,NA,Absent,67,Ridge,
S16,8/23/2016,Guana River,N,GR78,GR78,S16GR78R2,53,2,6,0,NA,Absent,61,Ridge,
S16,8/23/2016,Guana River,N,GR8,GR8A,S16GR8R16,41,59,0,0,NA,Absent,100,Ridge,
S16,8/23/2016,Guana River,N,GR8,GR8A,S16GR8R2,53,11,28,0,NA,Absent,92,Ridge,
S16,8/23/2016,Guana River,N,GR8,GR8A,S16GR8R29,44,49,13,0,NA,Absent,106,Ridge,
S16,8/24/2016,Guana River,N,GR32,GR32,S16GR32R1,51,4,9,0,NA,Absent,64,Ridge,
S16,8/24/2016,Guana River,N,GR32,GR32,S16GR32R6,56,2,5,0,NA,Absent,63,Ridge,
S16,8/24/2016,Guana River,N,GR32,GR32,S16GR32R7,91,7,29,0,NA,Absent,127,Ridge,
S16,8/24/2016,Guana River,N,GR37,GR37,S16GR37R10,39,0,3,0,NA,Absent,42,Ridge,
S16,8/24/2016,Guana River,N,GR37,GR37,S16GR37R11,43,2,0,0,NA,Absent,45,Ridge,
S16,8/24/2016,Guana River,N,GR37,GR37,S16GR37R5,3,0,0,0,NA,Absent,3,Ridge,
S16,8/24/2016,Guana River,N,GR51,GR51,S16GR51R13,61,8,11,0,NA,Absent,80,Ridge,
S16,8/24/2016,Guana River,N,GR51,GR51,S16GR51R14,39,1,5,0,NA,Absent,45,Ridge,
S16,8/24/2016,Guana River,N,GR51,GR51,S16GR51R6,74,1,17,0,NA,Absent,92,Ridge,
S16,8/26/2016,St Augustine,N,SA441,SA441,S16SA441R0,109,1,16,3,NA,Absent,129,Ridge,
S16,8/26/2016,St Augustine,N,SA441,SA441,S16SA441R1,94,0,9,2,NA,Absent,105,Ridge,
S16,8/26/2016,St Augustine,N,SA441,SA441,S16SA441R4,173,3,19,0,NA,Absent,195,Ridge,
S16,8/26/2016,St Augustine,N,SA443,SA443,S16SA443R4,206,0,14,3,NA,Absent,223,Ridge,
S16,8/26/2016,St Augustine,N,SA443,SA443,S16SA443R5,246,7,62,21,NA,Absent,336,Ridge,
S16,8/26/2016,St Augustine,N,SA443,SA443,S16SA443R7,337,0,191,8,NA,Absent,536,Ridge,
S16,8/26/2016,St Augustine,N,SA497,SA497,S16SA497R0,58,2,17,1,NA,Absent,78,Ridge,
S16,8/26/2016,St Augustine,N,SA497,SA497,S16SA497R6,64,2,16,7,NA,Absent,89,Ridge,
S16,8/26/2016,St Augustine,N,SA497,SA497,S16SA497R7,23,0,12,10,NA,Absent,45,Ridge,
S16,8/26/2016,St Augustine,N,SANR1,SANR1,S16SANR1R13,118,2,97,7,NA,Absent,224,Ridge,
S16,8/26/2016,St Augustine,N,SANR1,SANR1,S16SANR1R23,150,0,92,7,NA,Absent,249,Ridge,
S16,8/26/2016,St Augustine,N,SANR1,SANR1,S16SANR1R9,11,0,5,1,NA,Absent,17,Ridge,
S16,8/26/2016,St Augustine,N,SANR2,SANR2,S16SANR2R1,54,1,25,1,NA,Absent,81,Ridge,
S16,8/26/2016,St Augustine,N,SANR2,SANR2,S16SANR2R2,14,0,3,1,NA,Absent,18,Ridge,
S16,8/26/2016,St Augustine,N,SANR2,SANR2,S16SANR2R5,16,2,5,0,NA,Absent,23,Ridge,
S16,9/6/2016,Guana River,N,GR60,GR60,S16GR60R10,198,10,10,3,NA,Absent,221,Ridge,
S16,9/6/2016,Guana River,N,GR60,GR60,S16GR60R2,254,1,41,40,NA,Present,336,Ridge,
S16,9/6/2016,Guana River,N,GR60,GR60,S16GR60R4,182,0,20,10,NA,Present,212,Ridge,
S16,9/6/2016,Guana River,N,GR62,GR62,S16GR62R2,125,0,37,7,NA,Present,169,Ridge,
S16,9/6/2016,Guana River,N,GR62,GR62,S16GR62R5,405,2,169,18,NA,Absent,594,Ridge,
S16,9/6/2016,Guana River,N,GR62,GR62,S16GR62R9,239,0,55,18,NA,Present,312,Ridge,
S16,9/6/2016,Guana River,N,GR73,GR73,S16GR73R0,64,0,6,7,NA,Absent,77,Ridge,
S16,9/6/2016,Guana River,N,GR73,GR73,S16GR73R3,45,0,1,0,NA,Absent,46,Ridge,
S16,9/6/2016,Guana River,N,GR73,GR73,S16GR73R9,61,0,3,1,NA,Absent,65,Ridge,
S16,9/7/2016,Guana River,N,GR43,GR43,S16GR43R0,63,4,4,4,NA,Present,75,Ridge,
S16,9/7/2016,Guana River,N,GR43,GR43,S16GR43R8,82,4,2,0,NA,Absent,88,Ridge,
S16,9/7/2016,Guana River,N,GR43,GR43,S16GR43R9,73,6,3,1,NA,Absent,83,Ridge,
S16,9/7/2016,Guana River,N,GR5,GR5A,S16GR5R5,428,1,38,17,NA,Present,484,Ridge,
S16,9/7/2016,Guana River,N,GR5 ,GR5A,S16GR5R0,165,1,10,5,NA,Present,181,Ridge,
S16,9/7/2016,Guana River,N,GR5 ,GR5A,S16GR5R2,248,1,24,9,NA,Present,282,Ridge,
S16,9/7/2016,Guana River,N,GR65,GR65,S16GR65R20,144,1,11,2,NA,Present,158,Ridge,
S16,9/7/2016,Guana River,N,GR65,GR65,S16GR65R42,301,3,21,6,NA,Present,331,Ridge,
S16,9/7/2016,Guana River,N,GR65,GR65,S16GR65R6,261,11,40,7,NA,Present,319,Ridge,
S16,9/8/2016,St Augustine,N,SA47,SA47,S16SA47R1,91,3,26,1,NA,Absent,121,Ridge,
S16,9/8/2016,St Augustine,N,SA47,SA47,S16SA47R6,51,0,0,0,NA,Absent,51,Ridge,
S16,9/8/2016,St Augustine,N,SA47,SA47,S16SA47R7,58,0,6,0,NA,Absent,64,Ridge,
S16,9/8/2016,St Augustine,N,SA50,SA50,S16SA50R12,124,0,22,0,NA,Absent,146,Ridge,
S16,9/8/2016,St Augustine,N,SA50,SA50,S16SA50R8,72,0,11,0,NA,Absent,83,Ridge,
S16,9/8/2016,St Augustine,N,SA50,SA50,S16SA50R9,105,1,11,0,NA,Present,117,Ridge,
S16,9/8/2016,St Augustine,N,SA62,SA62,S16SA62R2,156,5,22,3,NA,Present,186,Ridge,
S16,9/8/2016,St Augustine,N,SA62,SA62,S16SA62R3,131,2,14,0,NA,Absent,147,Ridge,
S16,9/8/2016,St Augustine,N,SA62,SA62,S16SA62R4,142,17,18,2,NA,Absent,179,Ridge,
S16,9/9/2016,St Augustine,N,SA295,SA295,S16SA295R0,235,33,31,6,NA,Present,305,Ridge,
S16,9/9/2016,St Augustine,N,SA295,SA295,S16SA295R11,231,1,26,2,NA,Absent,260,Ridge,
S16,9/9/2016,St Augustine,N,SA295,SA295,S16SA295R2,210,1,52,7,NA,Present,270,Ridge,
S16,9/9/2016,St Augustine,N,SA303,SA303,S16SA303R12,134,2,13,4,NA,Absent,153,Ridge,
S16,9/9/2016,St Augustine,N,SA303,SA303,S16SA303R2,135,1,11,6,NA,Absent,153,Ridge,
S16,9/9/2016,St Augustine,N,SA303,SA303,S16SA303R9,132,1,18,2,NA,Absent,153,Ridge,
S16,9/9/2016,St Augustine,N,SA395,SA395,S16SA395R11,146,0,14,1,NA,Absent,161,Ridge,
S16,9/9/2016,St Augustine,N,SA395,SA395,S16SA395R14,35,0,1,1,NA,Absent,37,Ridge,
S16,9/9/2016,St Augustine,N,SA395,SA395,S16SA395R2,338,2,27,2,NA,Absent,369,Ridge,
S16,9/9/2016,St Augustine,N,SA401,SA401,S16SA401R12,123,4,15,7,NA,Absent,149,Ridge,
S16,9/9/2016,St Augustine,N,SA401,SA401,S16SA401R13,264,2,44,12,NA,Present,322,Ridge,
S16,9/9/2016,St Augustine,N,SA401,SA401,S16SA401R2,178,3,25,0,NA,Present,206,Ridge,
S16,9/9/2016,St Augustine,N,SANR3,SANR3,S16SANR3R18,93,0,4,1,NA,Absent,98,Ridge,
S16,9/9/2016,St Augustine,N,SANR3,SANR3,S16SANR3R24,64,0,9,0,NA,Present,73,Ridge,
S16,9/9/2016,St Augustine,N,SANR3,SANR3,S16SANR3R7,96,1,6,3,NA,Present,106,Ridge,
S16,9/12/2016,Guana River,N,GR21,GR21,S16GR21R13,175,22,25,3,NA,Present,225,Ridge,
S16,9/12/2016,Guana River,N,GR21,GR21,S16GR21R16,93,5,14,1,NA,Absent,113,Ridge,
S16,9/12/2016,Guana River,N,GR21,GR21,S16GR21R3,92,3,30,1,NA,Absent,126,Ridge,
S16,9/12/2016,Guana River,N,GR30,GR30,S16GR30R12,23,7,0,0,NA,Absent,30,Ridge,
S16,9/12/2016,Guana River,N,GR30,GR30,S16GR30R3,37,40,0,0,NA,Absent,77,Ridge,
S16,9/12/2016,Guana River,N,GR30,GR30,S16GR30R4,33,57,1,0,NA,Absent,91,Ridge,
S16,9/12/2016,St Augustine,N,SA421,SA421,S16SA421R12,73,2,2,0,NA,Absent,77,Ridge,
S16,9/12/2016,St Augustine,N,SA421,SA421,S16SA421R3,62,1,6,0,NA,Absent,69,Ridge,
S16,9/12/2016,St Augustine,N,SA421,SA421,S16SA421R4,54,2,9,0,NA,Absent,65,Ridge,
W17,12/22/2016,Fort Matanzas,Y,FM44,FM44,W17FM44R0,29,0,1,0,NA,Absent,30,Ridge,
W17,12/22/2016,Fort Matanzas,Y,FM44,FM44,W17FM44RA,71,3,19,2,NA,Absent,95,Ridge,
W17,12/22/2016,Fort Matanzas,Y,FM44,FM44,W17FM44RB,38,2,3,1,NA,Absent,44,Ridge,
W17,12/22/2016,Fort Matanzas,Y,FM47,FM47,W17FM47R24,49,11,6,0,NA,Absent,66,Ridge,
W17,12/22/2016,Fort Matanzas,Y,FM47,FM47,W17FM47RA,30,2,1,1,NA,Absent,34,Ridge,
W17,12/22/2016,Fort Matanzas,Y,FM47,FM47,W17FM47RB,97,19,19,1,NA,Absent,136,Ridge,
W17,12/28/2016,Salt Run,Y,SR8,SR8,W17SR8R10,56,38,2,3,NA,Present,99,Ridge,
W17,12/28/2016,Salt Run,Y,SR8,SR8,W17SR8R24,63,37,0,0,NA,Present,100,Ridge,
W17,12/28/2016,Salt Run,Y,SR8,SR8,W17SR8R9,92,45,1,8,NA,Present,146,Ridge,
S18,8/21/2018,Guana River,N,GR19,GR60,S18GR19R2,171,3,45,3,NA,Absent,222,Ridge,
S18,8/21/2018,Guana River,N,GR19,GR60,S18GR19R5,73,0,2,0,NA,Absent,75,Ridge,
S18,8/21/2018,Guana River,N,GR19,GR60,S18GR19R7,121,0,14,1,NA,Absent,136,Ridge,
S18,8/21/2018,Guana River,N,GR19A,GR19A,S18GR19AR2,82,4,0,2,NA,Present,88,Ridge,
S18,8/21/2018,Guana River,N,GR19A,GR19A,S18GR19AR6,164,19,24,2,NA,Absent,209,Ridge,
S18,8/21/2018,Guana River,N,GR19A,GR19A,S18GR19AR7,198,20,17,2,NA,Absent,237,Ridge,
S18,8/21/2018,Guana River,N,GR49,GR49,S18GR49R31,34,0,1,0,NA,Absent,35,Ridge,
S18,8/21/2018,Guana River,N,GR49,GR49,S18GR49R36,16,1,1,0,NA,Absent,18,Ridge,
S18,8/21/2018,Guana River,N,GR49,GR49,S18GR49R39,26,75,0,0,NA,Present,101,Ridge,
S18,9/9/2018,Pellicer Flats,N,PF1 ,PFD,S18PF1R1,109,0,30,0,NA,Absent,139,Ridge,
S18,9/9/2018,Pellicer Flats,N,PF1 ,PFD,S18PF1R4,146,1,43,4,NA,Absent,194,Ridge,
S18,9/9/2018,Pellicer Flats,N,PF1 ,PFD,S18PF1R6,184,0,160,6,NA,Absent,350,Ridge,
S18,9/9/2018,Pellicer Flats,N,PF2,PF4,S18PF2R15,142,1,31,0,NA,Absent,174,Ridge,
S18,9/9/2018,Pellicer Flats,N,PF2,PF4,S18PF2R3,465,6,85,4,NA,Absent,560,Ridge,
S18,9/9/2018,Pellicer Flats,N,PF2,PF4,S18PF2R53,73,0,2,0,NA,Absent,75,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM1,FM1A,S18FM1R0,223,0,32,0,NA,Absent,255,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM1,FM1A,S18FM1R15,100,0,23,1,NA,Absent,124,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM1,FM1A,S18FM1R5,114,0,17,0,NA,Absent,131,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM2,FM32,S18FM2R10,68,1,6,0,NA,Absent,75,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM2,FM32,S18FM2R7,109,2,8,1,NA,Absent,120,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM2,FM32,S18FM2R8,86,0,10,0,NA,Absent,96,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM3,FM77,S18FM3R20,30,1,2,0,NA,Absent,33,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM3,FM77,S18FM3R4,24,0,2,0,NA,Absent,26,Ridge,
S18,9/10/2018,Fort Matanzas,Y,FM3,FM77,S18FM3R5,28,0,1,0,NA,Absent,29,Ridge,
S18,9/11/2018,Guana River,N,GR1,GR1A,S18GR1R0,108,0,60,0,NA,Absent,168,Ridge,
S18,9/11/2018,Guana River,N,GR1,GR1A,S18GR1R2,97,0,43,0,NA,Absent,140,Ridge,
S18,9/11/2018,Guana River,N,GR1,GR1A,S18GR1R8,139,0,29,0,NA,Absent,168,Ridge,
S18,9/11/2018,Guana River,N,GR2,GR24,S18GR2R13,68,0,20,0,NA,Absent,88,Ridge,
S18,9/11/2018,Guana River,N,GR2,GR24,S18GR2R4,76,2,7,0,NA,Absent,85,Ridge,
S18,9/11/2018,Guana River,N,GR2,GR24,S18GR2R8,86,1,11,0,NA,Absent,98,Ridge,
S18,9/11/2018,Guana River,N,GR3,GR51,S18GR3R0,86,3,8,0,NA,Absent,97,Ridge,
S18,9/11/2018,Guana River,N,GR3,GR51,S18GR3R2,60,0,5,0,NA,Absent,65,Ridge,
S18,9/11/2018,Guana River,N,GR3,GR51,S18GR3R6,101,3,8,0,NA,Absent,112,Ridge,
S18,10/16/2018,Guana River,N,GR109,GR43,S18GR109E2,26,15,0,0,NA,Present,41,Edge,mud/periwinkle snails
S18,10/16/2018,Guana River,N,GR109,GR43,S18GR109E20,61,5,0,0,NA,Present,66,Edge,"mud/periwinkle snails, whirly snails"
S18,10/16/2018,Guana River,N,GR109,GR43,S18GR109E7,70,1,0,0,NA,Present,71,Edge,mud/periwinkle snails
S18,10/16/2018,Guana River,N,GR31,GR6,S18GR31R12,168,24,10,1,NA,Absent,203,Ridge,
S18,10/16/2018,Guana River,N,GR31,GR6,S18GR31R3,105,1,7,0,NA,Absent,113,Ridge,
S18,10/16/2018,Guana River,N,GR31,GR6,S18GR31R6,118,4,4,0,NA,Absent,126,Ridge,
S18,10/16/2018,Guana River,N,GR37,GR8,S18GR37R13,152,6,8,5,NA,Present,171,Ridge,whirly snails
S18,10/16/2018,Guana River,N,GR37,GR8,S18GR37R19,51,3,4,0,NA,Present,58,Ridge,mud/periwinkle snails
S18,10/16/2018,Guana River,N,GR37,GR8,S18GR37R38,57,1,0,0,NA,Present,58,Ridge,"whirly snails, 2 mud/periwinkle snails"
W20,1/23/2020,St Augustine,N,SA2,SA2,W20SA2Q3,43,0,7,0,NA,Absent,50,Ridge,
W20,1/23/2020,St Augustine,N,SA2,SA2,W20SA2Q5,148,14,26,0,NA,Absent,188,Ridge,
W20,1/23/2020,St Augustine,N,SA2,SA2,W20SA2Q6,285,22,59,6,NA,Absent,372,Ridge,
W20,1/31/2020,Butler Beach,N,BU1,BU1,W20BU1Q41,140,0,8,4,NA,Present,152,Ridge,
W20,1/31/2020,Butler Beach,N,BU1,BU1,W20BU1Q65,179,8,22,1,NA,Absent,210,Ridge,
W20,1/31/2020,Butler Beach,N,BU1,BU1,W20BU1Q66,107,4,2,0,NA,Absent,113,Ridge,
W20,2/4/2020,Tolomato River,Y,TR2,TR2B,W20TR2Q11,156,2,21,2,NA,Present,181,Ridge,
W20,2/4/2020,Tolomato River,Y,TR2,TR2B,W20TR2Q4,169,0,16,8,NA,Present,193,Ridge,
W20,2/4/2020,Tolomato River,Y,TR2,TR2B,W20TR2Q6,133,1,14,1,NA,Absent,149,Ridge,
W20,2/7/2020,St Augustine,N,SA3,SA3,W20SA3Q11,52,4,31,5,NA,Present,92,Ridge,
W20,2/7/2020,St Augustine,N,SA3,SA3,W20SA3Q7,71,0,30,1,NA,Absent,102,Ridge,
W20,2/7/2020,St Augustine,N,SA3,SA3,W20SA3Q8,69,0,31,2,NA,Absent,102,Ridge,
W20,2/14/2020,Butler Beach,N,BU3,BU3,W20BU3R10,161,19,26,2,NA,Absent,208,Ridge,
W20,2/14/2020,Butler Beach,N,BU3,BU3,W20BU3R3,105,10,7,0,NA,Absent,122,Ridge,
W20,2/14/2020,Butler Beach,N,BU3,BU3,W20BU3R4,124,3,15,0,NA,Absent,142,Ridge,
W20,2/17/2020,Guana River,Y,GR2,GR2B,W20GR2R1,33,9,2,0,NA,Absent,44,Ridge,
W20,2/17/2020,Guana River,Y,GR2,GR2B,W20GR2R17,110,16,20,5,NA,Present,151,Ridge,
W20,2/17/2020,Guana River,Y,GR2,GR2B,W20GR2R19,157,5,11,2,NA,Present,175,Ridge,
W20,2/17/2020,Guana River,Y,GR3,GR37,W20GR3R11,88,1,5,3,NA,Present,97,Ridge,
W20,2/17/2020,Guana River,Y,GR3,GR37,W20GR3R16,115,23,3,2,NA,Present,143,Ridge,
